UEI,Legal_Business_Name,DBA_Name,CAGE_Code,Registration_Status,Registration_Date,Expiration_Date,Last_Updated_Date,Purpose_of_Registration,Phys_Address_1,Phys_Address_2,Phys_City,Phys_State_Province,Phys_Zip,Phys_Country,Congressional_District,Mail_Address_1,Mail_City,Mail_State_Province,Mail_Zip,Mail_Country,Entity_Structure,Is_Small_Business,Is_Minority_Owned,Is_Women_Owned,Is_Veteran_Owned,Is_SDVOSB,Is_HUBZone,Is_8a_Program,Is_Non_Profit,Primary_NAICS_Code,Primary_NAICS_Description,Secondary_NAICS_Codes_List,PSC_Codes_List,Gov_Contact_Name,Gov_Contact_Email,Gov_Contact_Phone,EBiz_Contact_Name,EBiz_Contact_Email,EBiz_Contact_Phone,Has_Active_Exclusions,Exclusion_Type,Delinquent_Federal_Tax,Exec_Comp_1_Name,Exec_Comp_1_Amt
T3VJCXEMPN95,"TECHUNION Co.,Ltd",,7888F,Active,2026-07-05,2027-07-05,2026-07-06,All Awards,"67 Jeonggwansanggok 2-gil, Jeonggwan-eup, Gijang-gun",,BUSAN,,,KOR,,"67 Jeonggwansanggok 2-gil, Jeonggwan-eup, Gijang-gun",BUSAN,,,KOR,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,N,321918,Other Millwork (including Flooring) ,332323,,,,,Jun-Hee Lee,,,N,,N,,
UG3EYVDJL6Q4,"C & B Piping, LLC",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,8804 PARKWAY DR,,LEEDS,AL,35094,USA,,8804 PARKWAY DR,LEEDS,AL,35094,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Zack Lalor,,,N,,N,,
UTYBY76SU541,FUTUREBOUND FOUNDATION INC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,17145 N Bay Rd Apt 4404,,Sunny Isles Beach,FL,33160,USA,,1317 EDGEWATER DR #4402,Orlando,FL,32804,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Marina Stoeva,,,N,,N,,
SW9YL7HM3JT7,"BOLTON PARK NEIGHBORS, INC.",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,2028 Park Ave,,Baltimore,MD,21217,USA,,2028 Park Ave,Baltimore,MD,21217,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Paul Gentner,,,N,,N,,
T3J8H274GS27,"BLACKBIRD HOLISTIC, LLC",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,1941 SQUAW CREEK RD,,HUNTLEY,MT,59037,USA,,2791 Suncrest Circle,Twin Falls,ID,83301,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,,,None,,,,,Joseph Rodriguez,,,N,,N,,
SL2EUSQD3L34,CHENNAIBIO INC.,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,1012 PORTO MARINO DR,,SAN CARLOS,CA,94070,USA,,1012 Porto Marino Dr,San Carlos,CA,94070,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Somasekar Seshagiri,,,N,,N,,
SZ2HMHEY9GJ3,WOMEN WHO CHARGE,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,2380 S BROADWAY STE A,,DENVER,CO,80210,USA,,2380 S BROADWAY STE A,DENVER,CO,80210,USA,Other,N,N,N,N,N,N,N,Y,,,None,,,,,LaSheita Sayer,,,N,,N,,
SZ87VGL9SHB9,HYPERCUBIC INC,HYPERCUBIC INC,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,8 10TH ST APT 2107,,SAN FRANCISCO,CA,94103,USA,,8 10TH ST APT 2107,SAN FRANCISCO,CA,94103,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Sai Gurrapu,,,N,,N,,
T27SJYXLPS73,"WE THE PEOPLE UNITED FOR CHANGE, INC.",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,822 GUILFORD AVE,,BALTIMORE,MD,21202,USA,,3013 Chelsea Ter,Baltimore,MD,21216,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Mustafa El Shabazz Bey,,,N,,N,,
SKWUR1XJFRP3,ECOSPARK SOLUTIONS LLC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,2854 11TH ST,,BOULDER,CO,80304,USA,,2854 11TH ST,BOULDER,CO,80304,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,,,None,,,,,Cherlyn Seruto,,,N,,N,,
SRXMHFX8VJG9,"IN BETTER HEALTH, LLC",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,5606 CROSSING ROCKS CT,,RIVIERA BEACH,FL,33407,USA,,5606 CROSSING ROCKS CT,RIVIERA BEACH,FL,33407,USA,Other,Y,N,N,N,N,N,N,N,,,None,,,,,Lanita Williams,,,N,,N,,
SSXSG6CN34V9,Apy Therapeutics LLC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,10 Rustic Dr,,North Brunswick,NJ,08902,USA,,10 Rustic Dr,North Brunswick,NJ,08902,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Richard Ebright,,,N,,N,,
SU34VZ4G7GQ7,Chloe African American Cemetery Preservation Association,,,Active,2026-07-05,2027-07-06,2026-07-06,Federal Assistance Awards,24375 Guillot Rd Frnt,,Kinder,LA,70648,USA,,40 Cedar Walk,Long Beach,CA,90802,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,TERRY ONEAL,,,N,,N,,
SVPSJ52ZGAY9,FEDM8 LLC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,9804 GABLE RIDGE TER APT E,,ROCKVILLE,MD,20850,USA,,9804 GABLE RIDGE TER APT E,ROCKVILLE,MD,20850,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,,,None,,,,,Joseph Nguyen,,,N,,N,,
SWU3DNEMH5E5,NODEXIS LABS LLC,NODEXIS LABS LLC,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,2913 S MARKET AVE,,SPRINGFIELD,MO,65807,USA,,2913 S MARKET AVE,SPRINGFIELD,MO,65807,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Scott Chowning,,,N,,N,,
SXJKNHSTU862,Kayce Hodos Counseling + Coaching PLLC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,2504 DUNMORE CT,,WAKE FOREST,NC,27587,USA,,2504 DUNMORE CT,WAKE FOREST,NC,27587,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,,,None,,,,,Kayce Hodos,,,N,,N,,
SZJ8VK6P9QF2,MORE THAN FOUNDATION INC,,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,3504 SABLE PALM LN UNIT B,,TITUSVILLE,FL,32780,USA,,3504 SABLE PALM LN UNIT B,TITUSVILLE,FL,32780,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Ebynn Hanna,,,N,,N,,
STS6DHRKJED6,"FORUM AI, INC.",,,Active,2026-07-05,2027-07-05,2026-07-06,Federal Assistance Awards,3428 STOKESMONT RD,,NASHVILLE,TN,37215,USA,,1906 Glen Echo Rd,Nashville,TN,37215,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Paul Vernich,,,N,,N,,
RULGMNNJP8W8,David Khositashvili,,,Active,2026-07-04,2027-07-04,2026-07-04,Federal Assistance Awards,"Beri Gabriel Salosi Ave. N 52, Apt. 7",,Tbilisi,,,GEO,,"Beri Gabriel Salosi Ave. N 52, Apt. 7",Tbilisi,,,GEO,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,David Khositashvili,,,N,,N,,
Z5KMSRSLTGT4,PLATFORM FOR INCLUSIVE MINDS,,,Active,2026-07-04,2027-07-04,2026-07-04,Federal Assistance Awards,"8 MARCH STR., N34",,TBILISI,,,GEO,,"8 MARCH STR., N34",TBILISI,,,GEO,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Mariam Chkhaidze,,,N,,N,,
S7DJZ42MVNV5,POWER PRO PTE. LTD.,,Q4197,Active,2026-07-04,2027-07-04,2026-07-04,All Awards,331 NORTH BRIDGE ROAD #22-01/06 ODEON 331,,SINGAPORE,,188720,SGP,,8 MARINA BOULEVARD #08-04 TOWER 1 MARINA BAY FINANCIAL CENTRE SINGAPORE 018981,Singapore,,018981,SGP,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,334111,Electronic Computer Manufacturing ,334118;334290;334419;335999,5998;6130;6140;7A20;7A21;7B20;7B22;7C20;7C21;7G21;7K20,,,,Leiven Tsai,,,N,,N,,
S89NSEN5D8K3,Valeo Baubetreuung GmbH,,CNMZ0,Active,2026-07-04,2027-07-04,2026-07-04,All Awards,Nelkenweg 11,,Auenwald,,71549,DEU,,Nelkenweg 11,Auenwald,,71549,DEU,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,236220,Commercial and Institutional Building Construction ,236115;236116;236118;236210;238990,R499;Y1JZ;Y1QA;Z2JZ,,,,Galina Nowikow,,,N,,N,,
V42YLWKXAJ27,Falegnameria Ignazio Sordelli,,AY066,Active,2026-07-04,2027-07-06,2026-07-06,All Awards,Via Boccea 11,,Torre Del Greco,,80059,ITA,,Via Boccea 11,Torre Del Greco,,80059,ITA,Sole Proprietorship,N,N,N,N,N,N,N,N,337212,Custom Architectural Woodwork and Millwork Manufacturing ,321911;321918;321999;337110;337122;337211;337215,5340;7105;7110;7125;7195;9905,,,,ignazio sordelli,,,N,,N,,
SEMWXP6K8239,HEALTH CHAIN INC,,,Active,2026-07-04,2027-07-06,2026-07-06,Federal Assistance Awards,1804 COUNTY ROAD 780,,JONESBORO,AR,72401,USA,,1804 COUNTY ROAD 780,JONESBORO,AR,72401,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Mark Wendel,,,N,,N,,
FWRGQL178MM3,CANYON RIDGE BAPTIST CHURCH,,,Active,2026-07-04,2027-07-06,2026-07-06,Federal Assistance Awards,6866 Linda Vista Rd,,San Diego,CA,92111,USA,,6866 Linda Vista Rd,San Diego,CA,92111,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Burnie Lund,,,N,,N,,
MES6WJPS9BA7,Cavalier Cargo Solutions LLC,,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,1103 Victoria Blvd,,Hampton,VA,23661,USA,,1103 Victoria Blvd,Hampton,VA,23661,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,,,None,,,,,Donell Martin,,,N,,N,,
LVJ8QJCJAL96,BURHAN ACADEMY,,,Active,2026-07-04,2027-07-06,2026-07-06,Federal Assistance Awards,261 DUNDEE AVE,,ELGIN,IL,60120,USA,,350 park st,Elgin,IL,60120,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,SABRINA CHISHTI,,,N,,N,,
CBDGHX86QNG3,"EVENTIDE ARTS, INC",,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,713 MAIN ST,,DENNIS,MA,02638,USA,,PO Box 2020,Dennis,MA,02638,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Susan Martin,,,N,,N,,
SJP2LYEVD4X5,OraPatch LLC,,,Active,2026-07-04,2027-07-06,2026-07-06,Federal Assistance Awards,21792 Lake Vista Dr,,Lake Forest,CA,92630,USA,,1401 21st ST # 14417,Sacramento,CA,95811,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Nour Rahhal,,,N,,N,,
SGFCFJV9PE58,PATRICK'S FOUNDATION INC.,,,Active,2026-07-04,2027-07-07,2026-07-07,Federal Assistance Awards,1125 HODGSON ST,,EUREKA,CA,95503,USA,,1125 HODGSON ST,EUREKA,CA,95503,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Nastassia Olenev,,,N,,N,,
RQCUSPSYDXJ9,"GT DEVELOPMENT, LLC",,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,10340 107TH DEVELOPMENT,,OZONE PARK,NY,11417,USA,,103 -40 107 street ozone park,Ozone Park,NY,11417,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,zameer sookram,,,N,,N,,
CVSKK7DLTDG5,"KGL ECOHARVEST, LLC",,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,18409 NC 210 HWY,,ANGIER,NC,27501,USA,,18409 NC 210 HWY,ANGIER,NC,27501,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,,,None,,,,,Kelly Allsup,,,N,,N,,
S47MQS6NA5D3,"FLUX, LLC",,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,8460 KARRER TER,,ORLANDO,FL,32827,USA,,8460 KARRER TER,ORLANDO,FL,32827,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,Brandon Halterman,,,N,,N,,
SCWBTBBXP183,"COLLIER RESOURCE CENTER, INC.",,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,7547 SAN MIGUEL WAY,,NAPLES,FL,34109,USA,,P O Box 110905,Naples,FL,34108,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Ashley Jones,,,N,,N,,
S63PYS8AQ9J8,TETON SPRAYERS LLC,,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,245 W 7TH S APT 3,,SAINT ANTHONY,ID,83445,USA,,245 W 7TH S APT 3,SAINT ANTHONY,ID,83445,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,Hyrum Butterfield,,,N,,N,,
SHRMWGNZETY1,ARDELL HOLDINGS LLC,,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,8735 DUNWOODY PL STE N,,ATLANTA,GA,30350,USA,,216 Rae Way,Lagrange,GA,30241,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,,,None,,,,,DAMON ROSS SR,,,N,,N,,
SFZGXF6ZJRT2,ENTERPRISE DATA STGE SOLUTIONS,ENTERPRISE DATA STORAGE SOLUTIONS LLC,,Active,2026-07-04,2027-07-04,2026-07-06,Federal Assistance Awards,2402 SHADOW CRK,,LONGVIEW,TX,75605,USA,,2402 SHADOW CRK,LONGVIEW,TX,75605,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,,,None,,,,,Michael Anderson,,,N,,N,,
QFSTLZQL5PB5,IGUANA BIOTECHNOLOGY GMBH,,,Active,2026-07-03,2027-07-03,2026-07-03,Federal Assistance Awards,SENDLINGERSTR. 76,,MÜNCHEN,,,DEU,,SENDLINGERSTR. 76,MUNCHEN,,80331,DEU,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Volker Wedershoven,,,N,,N,,
EBY6ZB57KKH9,IGLESIA CRISTIANA GENERACION SIN LIMITE,,,Active,2026-07-03,2027-07-03,2026-07-03,Federal Assistance Awards,"PANAMA, BELLA VISTA, LOS DELFINES STREET, PH BAHIA MARBELLA 1, 5B",,PANAMA,,,PAN,,"PANAMA, BELLA VISTA, LOS DELFINES STREET, PH BAHIA MARBELLA 1, 5B",PANAMA,,,PAN,Other,N,N,N,N,N,N,N,Y,,,None,,,,,Ricardo Herrera,,,N,,N,,
E1RZVHSKN793,Cook Islands Internet Action Group Inc,,,Active,2026-07-03,2027-07-03,2026-07-03,Federal Assistance Awards,"AREMAKI ROAD, POKOINU, NIKAO",,RAROTONGA,,,COK,,"AREMAKI ROAD, POKOINU, NIKAO",RAROTONGA,,,COK,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Maureen Hilyard,,,N,,N,,
R8RGDJNE3KM8,Jay's Delivery LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,4206 Dwight Dr,,Madison,WI,53704,USA,,207 La Clede Ave,Rockford,IL,61102,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,Jeremiah Champion,,,N,,N,,
Q97TVWJZ5EK9,Metropolitan Emergency Medical System LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,10 calle Ocean DR,Urb Bahia,Catano,PR,00962,USA,,F4 CALLE 6 ,Catano,PR,00962,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,HECTOR ROSA MELENDEZ,,,N,,N,,
X2WNYM3TLMH9,"TRACY CANYON GOATS, LLC","TRACY CANYON GOATS, LLC",,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,620 COBBLESTONE CT,,CANON CITY,CO,81212,USA,,620 COBBLESTONE CT,CANON CITY,CO,81212,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,,,None,,,,,matthew powell,,,N,,N,,
RB81XLTWZ6Z9,SHRINK SOFTWARE LLC,SHRINK SOFTWARE LLC,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,16636 NORTHWOOD TRL,,SPRING LAKE,MI,49456,USA,,PO Box 1,Spring Lake,MI,49456,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Tim Schierbeek,,,N,,N,,
RKJZHTWHZH66,ACTION FOR JUSTICE COLLECTIVE INC.,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,3228 W CHELTENHAM AVE STE H,,PHILADELPHIA,PA,19150,USA,,3228 W CHELTENHAM AVE STE H,PHILADELPHIA,PA,19150,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Michael Brown,,,N,,N,,
RP8RMSHE3D15,WD FARMS ENTERPRISES L.P.,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,224 SWAN DR,,WRAY,GA,31798,USA,,224 SWAN DR,WRAY,GA,31798,USA,Partnership or Limited Liability Partnership,Y,N,N,N,N,N,N,N,,,None,,,,,Jason Withers,,,N,,N,,
RFQ3K1QJJLU9,Melissa Jones  ,,,Active,2026-07-03,2027-07-06,2026-07-06,Federal Assistance Awards,3913 Fort Trl NE,,Roswell,GA,30075,USA,,3913 Fort Trl NE,Roswell,GA,30075,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Melissa Jones,,,N,,N,,
PVH4CWZ3AC91,TRADEXSPORTS LLC,TRADESPORT LLC,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,2209 Airline Rd,,McDonough,GA,30252,USA,,2209 Airline Rd,McDonough,GA,30252,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Christopher Pass,,,N,,N,,
Q3NCTC72XKA1,"APOSTOLIC FAITH TABERNACLE, INC.",,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,1615 N Adams St,,Hutchinson,KS,67501,USA,,1615 N Adams St,Hutchinson,KS,67501,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,April Karriker,,,N,,N,,
E4JYX3NVHSL5,HOPE REALIZED HOMES FOUNDATION,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,12200 TOWNER AVE NE,,ALBUQUERQUE,NM,87112,USA,,12200 TOWNER AVE NE,ALBUQUERQUE,NM,87112,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Sherrie Trezza,,,N,,N,,
GS2ETL5FJDE3,MAPPED OUT HEALTH LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,70 HUTCHINSON RD,,RIVERTON,WY,82501,USA,,70 Hutchinson rd,Riverton,AZ,85201,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,,,None,,,,,Tinsley M Erickson,,,N,,N,,
RRMVWVEMATT4,STAY GOLDEN ENTERPRISES LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,2591 NEW HOPE RD,,GRANTS PASS,OR,97527,USA,,2591 NEW HOPE RD,GRANTS PASS,OR,97527,USA,Other,N,N,N,N,Y,N,N,N,,,None,,,,,Michael Burdge,,,N,,N,,
SSNGTHH7JAW5,Norris Codex LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,4327 Bloomington Ave,,Minneapolis,MN,55407,USA,,4327 Bloomington Ave,Minneapolis,MN,55407,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Patrick Fuller,,,N,,N,,
QYPKSHVBLDW7,TOTAL INSIGHT PSYCH SVC PLLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,6333 DE ZAVALA RD # A236,,SAN ANTONIO,TX,78249,USA,,5886 De Zavala Rd,San Antonio,TX,78249,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,Y,N,N,N,,,None,,,,,Melinda Fierros,,,N,,N,,
R97ALSKNF6M3,Akiya Collective,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,4440 Verone St,,Bellaire,TX,77401,USA,,3 Germay Dr,Wilmington,DE,19804,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Michelle Huang,,,N,,N,,
RJZJG8G4AL17,"Youth of Burnett County Prevention Coalition, Inc.",,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,25075 Dongola Rd,,Webster,WI,54893,USA,,PO Box 156,Grantsburg,WI,54840,USA,Other,N,N,N,N,N,N,N,Y,,,None,,,,,Halle Pardun,,,N,,N,,
RP7BAZMAL1P1,"STICK WITH IT HOME DIALYSIS SUPPORT, PLLC",,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,304 MERRICK WAY,,HUBERT,NC,28539,USA,,304 MERRICK WAY,HUBERT,NC,28539,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,AJ Thompson,,,N,,N,,
RSZNTEJY7WH5,ESPY HEALTHCARE LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,1365 GABLE LN,,SOUTH EUCLID,OH,44121,USA,,1365 GABLE LN,SOUTH EUCLID,OH,44121,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Essence Davis-Lewis,,,N,,N,,
RZ87S5EM2BS3,FREMONT BRANCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,1615 N LINCOLN AVE,,FREMONT,NE,68025,USA,,1615 N LINCOLN AVE,FREMONT,NE,68025,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Mark Bohlmann,,,N,,N,,
S13FF59F6LS4,Kensora LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,3299 W Avondale Dr Apt 62,,Denver,CO,80204,USA,,3299 W Avondale Dr Apt 62,Denver,CO,80204,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Josh Born,,,N,,N,,
RGEHCGXVU2N9,"SAFE OPS, LLC","SAFE OPS, LLC",,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,3090 PENNEROIL RD,,NEW CREEK,WV,26743,USA,,224 Angelica Way ,New Freedom,PA,17349,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Haven Sions,,,N,,N,,
RGKFBEDNCYD3,"T & S CROP SERVICE, INC.",,,Active,2026-07-03,2027-07-06,2026-07-06,Federal Assistance Awards,4823 JONES RD,,WARSAW,NY,14569,USA,,4823 JONES RD,WARSAW,NY,14569,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Seth Sheehan,,,N,,N,,
RSZ6H5TUGJM6,FIRST BAPTIST CHURCH CARVER,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,1300 23RD ST N,,BESSEMER,AL,35020,USA,,1300 23RD ST N,Bessemer,AL,35020,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,DeAyrus Smith,,,N,,N,,
RVFGDNNALT48,BEYOND BOUNDARIES INITIATIVE COMPANY,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,380 DAHLONEGA ST STE 100,,CUMMING,GA,30040,USA,,380 DAHLONEGA ST STE 100,CUMMING,GA,30040,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Erin Thomas,,,N,,N,,
WQ7SUU7UJEJ5,THE ARTFULLNESS PROJECT,THE ART ROOM,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,721 S Locust St,,Denton,TX,76201,USA,,721 S Locust St,Denton,TX,76201,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Mariah Ashcraft,,,N,,N,,
YYS6SJV4MC33,MARK V CAMPBELL LPC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,4380 W 12th St Ste 2A,,Erie,PA,16505,USA,,4380 W 12th St Ste 2A,Erie,PA,16505,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,,,None,,,,,Janet Campbell,,,N,,N,,
FQQEN6B41CJ8,CULTUREWORKS,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,24 W 6TH ST,,HOLLAND,MI,49423,USA,,24 W 6TH ST,HOLLAND,MI,49423,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Emily Christensen,,,N,,N,,
M6Q3HAMDHFW5,CHRISTIAN CAMARADERIE LLC,,,Active,2026-07-03,2027-07-03,2026-07-06,Federal Assistance Awards,943 LITTLEPORT LN,,CHANNELVIEW,TX,77530,USA,,943 LITTLEPORT LN,CHANNELVIEW,TX,77530,USA,Sole Proprietorship,N,N,N,N,N,N,N,Y,,,None,,,,,Tiara McWilliams,,,N,,N,,
NLY8W1SVXAF6,"NHC HealthCare/St. Charles, LLC",,21X93,Active,2026-07-03,2027-07-03,2026-07-07,All Awards,35 SUGAR MAPLE LN,,SAINT CHARLES,MO,63303,USA,,35 SUGAR MAPLE LN,SAINT CHARLES,MO,63303,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,,,,,Elvira Tollett,,,N,,N,,
RSXFBFRJXLB4,HSR SOLUTIONS LLC,,,Active,2026-07-03,2027-07-07,2026-07-07,Federal Assistance Awards,232 N Broadway St,,Ridgecrest,CA,93555,USA,,232 N Broadway St,Ridgecrest,CA,93555,USA,Other,N,N,N,N,N,N,N,N,,,None,,,,,John Ribultan,,,N,,N,,
PAJPR171FB89,"HANEUL LANDSCAPE CONSTRUCTION CO., LTD.",,827QF,Active,2026-07-02,2027-07-02,2026-07-02,All Awards,110 Godae-ro,Godae-myeon,Dangjin-si,Chungcheongnam-do,,KOR,,110 Godae-ro,Dangjin-si,Chungcheongnam-do,,KOR,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,561730,Landscaping Services,238110;238120;238910,S208;Y1JZ;Y1PZ;Z1LB;Z1PZ;Z2JZ,,,,BongJa Jo,,,N,,N,,
